area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,location,rod,membership,heldItem,tier,levels
Route 103,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,2-4
Route 103,,Hoenn,Wailmer,320,,Day,,Fishing,Good,,,6,2-4
Route 104,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,4-6
Route 104,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,4-6
Route 104,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,4-6
Route 105,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,20-25
Route 105,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,20-25
Route 105,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20-25
Route 105,,Hoenn,Pelipper,279,Morning,Day,Night,Fishing,Old,,[[Ice Heal]],6,20-25
Route 105,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Good,,[[TMs and HMs|TM13]] ([[Hail]]),6,20-25
Route 105,,Hoenn,Spheal,363,Morning,Day,Night,Fishing,Super,,[[TMs and HMs|TM13]] ([[Ice Beam]]),5,20-25
Route 105,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,[[TMs and HMs|TM14]] ([[Blizzard]]),8,20
Route 106,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-31
Route 106,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,4,25-31
Route 106,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,25-31
Route 106,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,25-31
Route 106,,Hoenn,Spheal,363,Morning,Day,Night,Fishing,Good,,,6,25-31
Route 106,,Hoenn,Clauncher,692,Morning,Day,Night,Fishing,Good,#FF00BF,[[TMs and HMs|TM12]] ([[Water Gun]]),8,25-31
Route 106,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,25-31
Route 107,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,20-35
Route 107,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,2,20-35
Route 107,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20-35
Route 107,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Old,,,2,20-35
Route 107,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Good,,,6,20-35
Route 107,,Hoenn,Spheal,363,Morning,Day,Night,Fishing,Good,,,6,20-35
Route 107,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Super,,,5,20-35
Route 107,,Hoenn,Skrelp,690,Morning,Day,Night,Fishing,Super,#FF00BF,[[TMs and HMs|TM68]] ([[Rain Dance]]),7,20-35
Route 108,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,20-35
Route 108,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,5,20-35
Route 108,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,20-35
Route 108,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20-35
Route 108,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Old,,,6,20-35
Route 108,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,20-35
Route 108,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Super,,,5,20-35
Route 108,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Super,,[[Big Pearl]],7,20-35
Route 108,,Hoenn,Frillish,592,Morning,Day,,Fishing,Super,#FF00BF,,8,20-35
Route 109,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,32-35
Route 109,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,2,32-35
Route 109,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,32-35
Route 109,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,32-35
Route 109,,Hoenn,Shellder,90,Morning,Day,Night,Fishing,Super,,[[Pearl]],6,32-35
Route 109,,Hoenn,Gyarados,130,Morning,Day,Night,Fishing,Super,,,5,32-35
Route 109,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,32-35
Route 109,,Hoenn,Clauncher,692,Morning,Day,Night,Fishing,Super,#FF00BF,,8,32-35
Route 110,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,12-15
Route 110,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,12-15
Route 110,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,12-15
Route 110,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,12-15
Route 110,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,Super,,,8,12-15
Route 111 South,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,,,,1,19-23
Route 111 South,,Hoenn,Marill,183,Morning,Day,Night,Surfing,,,,5,19-23
Route 111 South,,Hoenn,Azumarill,184,Morning,Day,Night,Surfing,,,,6,19-23
Route 111 South,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,5,19-23
Route 111 South,,Hoenn,Masquerain,284,Morning,Day,Night,Surfing,,,,6,19-23
Route 111 South,,Hoenn,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,19-23
Route 111 South,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Super,,,2,19-23
Route 111 South,,Hoenn,Barboach,339,Morning,Day,Night,Surfing,Super,,,8,19-23
Route 114,,Hoenn,Marill,183,Morning,,,Surfing,,,,5,15-19
Route 114,,Hoenn,Azumarill,184,Morning,Day,Night,Surfing,,,,6,15-19
Route 114,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,5,15-19
Route 114,,Hoenn,Masquerain,284,Morning,Day,Night,Surfing,,,,6,15-19
Route 114,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,15-19
Route 114,,Hoenn,Goldeen,118,Morning,,,Surfing,Old,,,1,15-19
Route 114,,Hoenn,Barboach,339,Morning,Day,Night,Surfing,Super,,,6,15-19
Route 114,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,15-19
Route 115,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,20-26
Route 115,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,26
Route 115,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,20-26
Route 115,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,Super,,,8,22-26
Route 115,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,22-26
Route 117,,Hoenn,Azumarill,184,Morning,Day,Night,Surfing,,,,6,20-30
Route 117,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,4,20-30
Route 117,,Hoenn,Masquerain,284,Morning,Day,Night,Surfing,,,,6,20-30
Route 117,,Hoenn,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,20-30
Route 117,,Hoenn,Marill,183,Morning,Day,Night,Surfing,Super,,,5,20-30
Route 117,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-15
Route 117,,Hoenn,Corphish,341,Morning,Day,Night,Fishing,Super,#FF00BF,,7,30-35
Route 117,,Hoenn,Crawdaunt,342,Morning,Day,Night,Fishing,Super,,,8,35-40
Route 118,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,25-29
Route 118,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,25-29
Route 118,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,25-29
Route 118,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,25-29
Route 118,,Hoenn,Carvanha,318,Morning,Day,Night,Surfing,Super,,,6,25-29
Route 118,,Hoenn,Sharpedo,319,Morning,Day,Night,Surfing,Super,,,8,25-29
Route 119A,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,22-28
Route 119A,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,22-28
Route 119A,,Hoenn,Frillish,592,Morning,Day,Night,Surfing,,#FF00BF,,7,33-37
Route 119A,,Hoenn,Poliwag,60,Morning,Day,Night,Surfing,Old,,,5,22-28
Route 119A,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,22-28
Route 119A,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,22-28
Route 119A,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,22-28
Route 119A,,Hoenn,Carvanha,318,Morning,Day,Night,Surfing,Super,,,5,22-28
Route 119A,,Hoenn,Sharpedo,319,Morning,Day,Night,Surfing,Super,,,8,22-28
Route 119B,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,1,22-28
Route 119B,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,22-28
Route 119B,,Hoenn,Feebas,349,Morning,Day,Night,Surfing,#FF00BF,,,7,22-28
Route 119B,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,22-28
Route 119B,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,22-28
Route 119B,,Hoenn,Carvanha,318,Morning,Day,Night,Surfing,Super,,,5,22-28
Route 119B,,Hoenn,Sharpedo,319,,,Night,Surfing,Super,,,8,22-28
Route 120,,Hoenn,Seel,86,Morning,,,Surfing,Old,,,1,25-30
Route 120,,Hoenn,Mantine,226,Morning,,,Surfing,Old,,,4,25-30
Route 120,,Hoenn,Politoed,186,Morning,,,Surfing,Old,,,6,25-30
Route 120,,Hoenn,Zubat,41,,Day,,Surfing,Old,,,1,25-30
Route 120,,Hoenn,Golbat,42,,Day,,Surfing,Old,,,4,25-30
Route 120,,Hoenn,Crobat,169,,Day,,Surfing,Old,,,6,25-30
Route 120,,Hoenn,Koffing,109,,,Night,Surfing,Old,,,1,25-30
Route 120,,Hoenn,Pelipper,279,,,Night,Surfing,Old,,,4,25-30
Route 120,,Hoenn,Poliwrath,62,,,Night,Surfing,Old,,,6,25-30
Route 121,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,26-29
Route 121,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,26-29
Route 121,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,26-34
Route 121,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,5-15
Route 121,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,Super,,,7,26-29
Route 122,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,20-28
Route 122,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,5
Route 122,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,[[Mystic Water]],8,20-28
Route 122,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,20-28
Route 122,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,35
Route 122,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,25-35
Route 123,,Hoenn,Marill,183,Morning,Day,Night,Surfing,,,,5,29-33
Route 123,,Hoenn,Azumarill,184,Morning,Day,Night,Surfing,,,,6,29-33
Route 123,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,1,29-33
Route 123,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,29-33
Route 123,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,5,29-33
Route 123,,Hoenn,Masquerain,284,Morning,Day,Night,Surfing,,,,6,29-33
Route 123,,Hoenn,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,29-33
Route 123,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,Good,,,4,29-33
Route 123,,Hoenn,Corphish,341,Morning,Day,Night,Surfing,Super,#FF00BF,,7,29-33
Route 123,,Hoenn,Crawdaunt,342,Morning,Day,Night,Surfing,Super,#FF00BF,,7,29-33
Route 123,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,29-33
Route 124,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 124,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,3,25-35
Route 124,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,25-35
Route 124,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-35
Route 124,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,25-35
Route 124,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,25-35
Route 124,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Super,,,5,25-35
Route 124,,Hoenn,Alomomola,594,Morning,Day,Night,Fishing,Super,#FF00BF,,8,25-35
Route 124 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 124 Underwater,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,5,30-34
Route 124 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-29
Route 124 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 124 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,[[Big Pearl]],6,30-34
Route 124 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Good,,,8,30-34
Route 124 Underwater,,Hoenn,Kabuto,140,,,Night,Fishing,Super,,[[Dome Fossil]],9,30-34
Route 125,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 125,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,3,25-35
Route 125,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,25-35
Route 125,,Hoenn,Seel,86,Morning,Day,Night,Fishing,Good,,,2,25-35
Route 125,,Hoenn,Gyarados,130,Morning,Day,Night,Fishing,Good,,,5,25-35
Route 125,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Good,,,8,25-35
Route 125,,Hoenn,Spheal,363,Morning,Day,Night,Fishing,Super,,,5,25-35
Route 125,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Super,,,6,25-35
Route 126,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,32-33
Route 126,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,4,32-33
Route 126,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,32-33
Route 126,,Hoenn,Shellder,90,Morning,Day,Night,Fishing,Good,,[[Pearl]],5,32-33
Route 126,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,32-33
Route 126,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Good,#FF00BF,,8,32-33
Route 126,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,32-33
Route 126,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,32-33
Route 126,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Super,,[[Big Pearl]],6,32-33
Route 126,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,,8,32-33
Route 126 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 126 Underwater,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,5,30-34
Route 126 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-29
Route 126 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 126 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,,6,30-34
Route 126 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Good,,,8,30-34
Route 127,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 127,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,4,33-36
Route 127,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,28-36
Route 127,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-35
Route 127,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Good,,,6,28-36
Route 127,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Super,,,5,28-36
Route 127,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,,8,28-36
Route 127 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 127 Underwater,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,5,30-34
Route 127 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-29
Route 127 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 127 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,[[Big Pearl]],6,30-34
Route 127 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Good,,,8,30-34
Route 127 Underwater,,Hoenn,Omanyte,138,Morning,Day,Night,Fishing,Super,,[[Helix Fossil]],9,30-34
Route 128,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 128,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,4,33-36
Route 128,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,28-36
Route 128,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-35
Route 128,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,28-36
Route 128,,Hoenn,Corsola,222,Morning,Day,Night,Fishing,Super,,,4,28-36
Route 128,,Hoenn,Carvanha,318,Morning,Day,Night,Fishing,Super,,,5,28-36
Route 128,,Hoenn,Sharpedo,319,Morning,,Night,Fishing,Super,,,7,28-36
Route 128,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,28-36
Route 128,,Hoenn,Luvdisc,370,Morning,Day,Night,Fishing,Super,,,6,28-36
Route 128 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 128 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Old,,,8,30-34
Route 128 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-29
Route 128 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 128 Underwater,,Hoenn,Corsola,222,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 128 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,[[Pearl]],6,30-34
Route 129,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,3,33-36
Route 129,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 129,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,28-36
Route 129,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Good,,,6,28-36
Route 129,,Hoenn,Carvanha,318,Morning,,Night,Fishing,Super,,,5,28-36
Route 129,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,28-36
Route 129,,Hoenn,Wailord,321,Morning,Day,Night,Fishing,Super,,,8,28-36
Route 129,,Hoenn,Castform,351,Morning,Day,Night,Fishing,Super,,[[Damp Rock]],8,28-36
Route 129,,Hoenn,Luvdisc,370,Morning,Day,Night,Fishing,Super,,,6,28-36
Route 129 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 129 Underwater,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,5,30-34
Route 129 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Old,,,2,25-29
Route 129 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Old,,,8,30-34
Route 129 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 129 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,[[Big Pearl]],6,30-34
Route 130,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,25-35
Route 130,,Hoenn,Tentacruel,73,Morning,Day,Night,Fishing,Old,,,3,33-36
Route 130,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,28-36
Route 130,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Good,,,2,28-36
Route 130,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,28-36
Route 130,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,28-36
Route 130,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,28-36
Route 130,,Hoenn,Frillish,592,,,Night,Fishing,Super,#FF00BF,,8,28-36
Route 130,,Hoenn,Alomomola,594,Morning,Day,,Fishing,Super,#FF00BF,,8,28-36
Route 130 Underwater,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 130 Underwater,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,5,30-34
Route 130 Underwater,,Hoenn,Chinchou,170,Morning,Day,Night,Fishing,Old,,,2,25-29
Route 130 Underwater,,Hoenn,Relicanth,369,Morning,Day,Night,Fishing,Old,,,8,30-34
Route 130 Underwater,,Hoenn,Lanturn,171,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 130 Underwater,,Hoenn,Clamperl,366,Morning,Day,Night,Fishing,Good,,[[Pearl]],6,30-34
Route 131,,Hoenn,Finneon,456,Morning,Day,Night,Surfing,Good,,,5,31-33
Route 131,,Hoenn,Seadra,117,Morning,Day,Night,Surfing,Super,,,5,31-33
Route 131,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,31-33
Route 131,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,31-33
Route 131,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,31-33
Route 131,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,34-36
Route 131,,Hoenn,Staryu,120,Morning,Day,Night,Fishing,Super,,,6,31-33
Route 131,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,31-33
Route 131,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,31-33
Route 131,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,,8,31-33
Route 131 B,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,32-34
Route 131 B,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,32-34
Route 131 B,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,32-34
Route 131 B,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,32-34
Route 131 B,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,32-34
Route 131 B,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,32-34
Route 131 B,,Hoenn,Staryu,120,Morning,Day,Night,Fishing,Super,,,6,32-34
Route 131 B,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,32-34
Route 131 B,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,32-34
Route 131 B,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,,8,32-34
Route 132,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,24-38
Route 132,,Hoenn,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 132,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,22-35
Route 132,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,26-36
Route 132,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,30-34
Route 132,,Hoenn,Lapras,131,Morning,Day,Night,Fishing,Super,,[[TMs and HMs|TM13]] ([[Ice Beam]]),8,30-35
Route 132,,Hoenn,Carvanha,318,Morning,Day,Night,Fishing,Super,,,5,30-36
Route 132,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,30-35
Route 132,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,5-35
Route 133,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,30-34
Route 133,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,30-34
Route 133,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 133,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,30-34
Route 133,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,30-34
Route 133,,Hoenn,Carvanha,318,Morning,Day,Night,Fishing,Super,,,5,30-34
Route 133,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,30-34
Route 133,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,30-34
Route 133,,Hoenn,Frillish,592,Morning,Day,Night,Fishing,Super,#FF00BF,,8,30-34
Route 134,,Hoenn,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,24-36
Route 134,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,22-34
Route 134,,Hoenn,Finneon,456,Morning,Day,Night,Fishing,Good,,,5,30-34
Route 134,,Hoenn,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,26-36
Route 134,,Hoenn,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,30-34
Route 134,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,30-35
Route 134,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,5-35
Route 134,,Hoenn,Alomomola,594,Morning,Day,Night,Fishing,Super,#FF00BF,,7,37-41
Route 203,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,20-35
Route 203,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,3,20-35
Route 203,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,20-35
Route 203,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-35
Route 203,,Sinnoh,Seaking,119,Morning,Day,Night,Surfing,Good,,,5,20-35
Route 203,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,20-35
Route 204,,Sinnoh,Frillish,592,Morning,Day,Night,Surfing,,#FF00BF,,8,3-13
Route 204,,Sinnoh,Lombre,271,Morning,Day,Night,Surfing,,,,5,3-13
Route 204,,Sinnoh,Lotad,270,Morning,Day,Night,Surfing,,,,4,3-13
Route 204,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,3,3-13
Route 204,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,2,3-13
Route 204,,Sinnoh,Politoed,186,Morning,Day,Night,Surfing,Super,,,7,3-13
Route 205,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,3,11-14
Route 205,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,5,14-17
Route 205,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,,,,3,11-14
Route 205,,Sinnoh,Bidoof,399,Morning,Day,Night,Surfing,,,,3,11-14
Route 205,,Sinnoh,Buizel,418,Morning,Day,Night,Surfing,,,,4,11-14
Route 208,,Sinnoh,Koffing,109,Morning,,,Surfing,Old,,,1,17-22
