area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,membership,heldItem,tier,levels
Route 222,,Sinnoh,Floatzel,419,Morning,Day,Night,,,7,41-45
Route 222,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Lansat Berry]],1,41-45
Route 222,,Sinnoh,Shellos,422,Morning,Day,Night,,,9,41-45
Route 222,,Sinnoh,Glameow,431,Morning,Day,Night,,[[Cheri Berry]],4,41-45
Route 222,,Sinnoh,Purugly,432,Morning,Day,Night,#FF00BF,,8,41-45
Route 222,,Sinnoh,Chatot,441,Morning,Day,Night,,,8,41-45
Route 224,,Sinnoh,Gloom,44,Morning,Day,Night,,,4,52-56
Route 224,,Sinnoh,Weepinbell,70,Morning,Day,Night,,,3,52-56
Route 224,,Sinnoh,Dustox,269,Morning,Day,Night,,,5,52-56
Route 224,,Sinnoh,Pelipper,279,Morning,Day,Night,,,3,52-56
Route 224,,Sinnoh,Duskull,355,Morning,,Night,#FF00BF,[[Reaper Cloth]],6,52-56
Route 224,,Sinnoh,Buizel,418,Morning,Day,Night,,,6,52-56
Route 224,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Passho Berry]],2,52-56
Route 224,,Sinnoh,Bunnelby,659,Morning,Day,Night,,,8,5-14
Route 224,,Sinnoh,Hawlucha,701,Morning,Day,Night,#FF00BF,[[Kings Rock]],8,30-34
Route 225,,Sinnoh,Rattata,19,Morning,Day,Night,,,1,51-55
Route 225,,Sinnoh,Spearow,21,Morning,Day,Night,,[[Sharp Beak]],1,51-55
Route 225,,Sinnoh,Fearow,22,Morning,Day,Night,,[[Sharp Beak]],3,51-55
Route 225,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,51-55
Route 225,,Sinnoh,Graveler,75,Morning,Day,Night,,,2,51-55
Route 225,,Sinnoh,Banette,354,Morning,Day,Night,,,6,51-55
Route 225,,Sinnoh,Makuhita,296,Morning,Day,Night,,,3,51-55
Route 225,,Sinnoh,Roselia,315,Morning,Day,Night,,,5,51-55
Route 225,,Sinnoh,Skuntank,435,Morning,Day,Night,,,8,51-55
Route 225,,Sinnoh,Fletchling,661,Morning,Day,Night,,,8,56-60
Route 226,,Sinnoh,Fearow,22,Morning,Day,Night,,[[Sharp Beak]],3,51-55
Route 226,,Sinnoh,Golduck,55,Morning,Day,Night,,,3,51-55
Route 226,,Sinnoh,Graveler,75,Morning,Day,Night,,,2,51-55
Route 226,,Sinnoh,Chikorita,152,Morning,Day,Night,#FF00BF,,8,51-55
Route 226,,Sinnoh,Skarmory,227,Morning,Day,,,[[Metal Coat]],9,51-55
Route 226,,Sinnoh,Banette,354,Morning,Day,Night,,,6,51-55
Route 226,,Sinnoh,Starly,396,Morning,Day,Night,,,2,24-28
Route 226,,Sinnoh,Wormadam,413,Morning,Day,Night,,,7,6-9
Route 226,,Sinnoh,Archen,556,,,Night,#FF00BF,,8,51-55
Route 227,,Sinnoh,Fearow,22,Morning,Day,Night,,,1,53-57
Route 227,,Sinnoh,Golbat,42,,,Night,,,1,53-57
Route 227,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,53-57
Route 227,,Sinnoh,Weezing,110,Morning,Day,Night,,,5,53-57
Route 227,,Sinnoh,Rhyhorn,111,Morning,Day,Night,,,6,53-57
Route 227,,Sinnoh,Rhydon,112,Morning,Day,Night,,,8,53-57
Route 227,,Sinnoh,Gligar,207,,,Night,#FF00BF,,8,53-57
Route 227,,Sinnoh,Skarmory,227,Morning,Day,Night,,,9,53-57
Route 227,,Sinnoh,Numel,322,Morning,Day,Night,,,5,53-57
Route 227,,Sinnoh,Camerupt,323,Morning,Day,Night,,,8,53-57
Route 227,,Sinnoh,Banette,354,Morning,,Night,,,6,53-57
Route 227,,Sinnoh,Heatmor,631,Morning,Day,Night,#FF00BF,,8,53-57
Route 228,,Sinnoh,Sandshrew,27,Morning,Day,Night,,,1,52-56
Route 228,,Sinnoh,Sandslash,28,Morning,Day,Night,,,3,52-56
Route 228,,Sinnoh,Dugtrio,51,Morning,Day,Night,,,3,52-56
Route 228,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,52-56
Route 228,,Sinnoh,Rhydon,112,Morning,Day,Night,,,6,52-56
Route 228,,Sinnoh,Vibrava,329,Morning,,Night,,,8,57-65
Route 228,,Sinnoh,Cacnea,331,Morning,Day,Night,,,6,52-56
Route 228,,Sinnoh,Cacturne,332,Morning,Day,Night,,,8,52-56
Route 228,,Sinnoh,Beldum,374,Morning,,Night,,,9,52-56
Route 228,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Salac Berry]],1,52-56
Route 228,,Sinnoh,Hippowdon,450,,Day,,,,9,52-56
Route 229,,Sinnoh,Oddish,43,Morning,Day,Night,,[[Kelpsy Berry]],2,47-51
Route 229,,Sinnoh,Bellsprout,69,Morning,Day,Night,,,1,47-51
Route 229,,Sinnoh,Weepinbell,70,Morning,Day,Night,,,3,47-51
Route 229,,Sinnoh,Scyther,123,Morning,Day,Night,,,8,47-51
Route 229,,Sinnoh,Pinsir,127,Morning,Day,Night,,,8,47-51
Route 229,,Sinnoh,Ledian,166,Morning,Day,Night,,,2,47-51
Route 229,,Sinnoh,Pineco,204,Morning,Day,Night,#FF00BF,,9,20-31
Route 229,,Sinnoh,Beautifly,267,Morning,Day,Night,,,6,47-51
Route 229,,Sinnoh,Dustox,269,Morning,Day,Night,,,6,47-51
Route 229,,Sinnoh,Volbeat,313,Morning,Day,Night,,,5,47-51
Route 229,,Sinnoh,Illumise,314,Morning,Day,Night,,,5,42-46
Route 229,,Sinnoh,Roselia,315,Morning,Day,Night,,,5,47-51
Route 229,,Sinnoh,Purugly,432,Morning,Day,Night,,,8,47-51
Route 230,,Sinnoh,Oddish,43,Morning,Day,Night,,,1,47-51
Route 230,,Sinnoh,Gloom,44,Morning,Day,Night,,,2,47-51
Route 230,,Sinnoh,Golduck,55,Morning,Day,Night,,,3,47-51
Route 230,,Sinnoh,Weepinbell,70,Morning,Day,Night,,,3,47-51
Route 230,,Sinnoh,Togepi,175,,Day,,,,9,15-19
Route 230,,Sinnoh,Beautifly,267,Morning,Day,Night,,,6,47-51
Route 230,,Sinnoh,Dustox,269,Morning,Day,Night,,,6,47-51
Route 230,,Sinnoh,Wingull,278,Morning,Day,Night,,,2,47-51
Route 230,,Sinnoh,Pelipper,279,Morning,Day,Night,,,5,47-51
Route 230,,Sinnoh,Roselia,315,Morning,Day,Night,,,5,47-51
Route 230,,Sinnoh,Floatzel,419,Morning,Day,Night,,,7,47-51
Route 230,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Roseli Berry]],1,47-51
Route 230,,Sinnoh,Shellos,422,Morning,,Night,,,9,47-51
Ruin Valley,#FF00BF,Sevii Islands,Slowpoke,79,Morning,,,,[[Lagging Tail]],2,15-23
Ruin Valley,#FF00BF,Sevii Islands,Wooper,194,,,Night,,,1,35-48
Ruin Valley,#FF00BF,Sevii Islands,Wobbuffet,202,,,Night,,,8,15-23
Ruin Valley,#FF00BF,Sevii Islands,Yanma,193,Morning,Day,,,[[Wide Lens]],4,35-48
Ruin Valley,#FF00BF,Sevii Islands,Fearow,22,Morning,,Night,,[[Sharp Beak]],3,35-48
Ruin Valley,#FF00BF,Sevii Islands,Meowth,52,Morning,,Night,,,1,35-48
Ruin Valley,#FF00BF,Sevii Islands,Spearow,21,Morning,,Night,,[[Sharp Beak]],1,35-48
Ruin Valley,#FF00BF,Sevii Islands,Natu,177,Morning,Day,Night,,,2,15-23
Ruin Valley,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,Night,,,1,15-23
Ruins of Alph,,Johto,Pidgeotto,17,Morning,Day,,,,1,18-25
Ruins of Alph,,Johto,Natu,177,Morning,Day,Night,,,1,18-25
Ruins of Alph,,Johto,Wooper,194,,,Night,,,1,18-25
Ruins of Alph,,Johto,Quagsire,195,,,Night,,[[Damp Rock]],4,18-25
Ruins of Alph,,Johto,Smeargle,235,Morning,Day,Night,,,7,26-33
Ruins of Alph Entrance,,Johto,Unown,201,Morning,Day,Night,,,4,10-17
Ruins of Alph Interior,,Johto,Unown,201,Morning,Day,Night,,,1,10-17
Ruins of Alph Item 1,,Johto,Unown,201,Morning,Day,Night,,,2,10-17
Ruins of Alph Item 2,,Johto,Unown,201,Morning,Day,Night,,,2,10-17
Ruins of Alph Item 3,,Johto,Unown,201,Morning,Day,Night,,,2,10-17
Ruins of Alph Item 4,,Johto,Unown,201,Morning,Day,Night,,,2,10-17
Ruins of Alph Puzzle 1,,Johto,Unown,201,Morning,Day,Night,,,1,10-17
Ruins of Alph Puzzle 2,,Johto,Unown,201,Morning,Day,Night,,,1,10-17
Ruins of Alph Puzzle 3,,Johto,Unown,201,Morning,Day,Night,,,1,10-17
Ruins of Alph Puzzle 4,,Johto,Unown,201,Morning,Day,Night,,,1,10-17
Rusturf Tunnel,,Hoenn,Geodude,74,Morning,Day,Night,,,1,5-10
Rusturf Tunnel,,Hoenn,Whismur,293,Morning,Day,Night,,[[Chesto Berry]],3,5-10
Safari Area 1,,Kanto,Nidoran Female,29,Morning,Day,,,,1,23-28
Safari Area 1,,Kanto,Nidorina,30,Morning,Day,,,,2,23-28
Safari Area 1,,Kanto,Nidoran Male,32,Morning,Day,,,,1,23-28
Safari Area 1,,Kanto,Nidorino,33,Morning,Day,,,,2,23-28
Safari Area 1,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],1,23-28
Safari Area 1,,Kanto,Parasect,47,Morning,Day,Night,,[[Big Mushroom]],2,23-28
Safari Area 1,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,23-28
Safari Area 1,,Kanto,Exeggcute,102,Morning,Day,Night,,,4,23-28
Safari Area 1,,Kanto,Kangaskhan,115,Morning,Day,Night,,,8,23-28
Safari Area 1,,Kanto,Scyther,123,Morning,Day,Night,,[[Metal Coat]],8,29-34
Safari Area 1,,Kanto,Pinsir,127,Morning,Day,Night,,,7,29-34
Safari Area 2,,Kanto,Bulbasaur,1,Morning,Day,Night,,,8,12-14
Safari Area 2,,Kanto,Nidoran Female,29,Morning,Day,,,,1,12-14
Safari Area 2,,Kanto,Nidorina,30,Morning,Day,,,,2,12-14
Safari Area 2,,Kanto,Nidoran Male,32,Morning,Day,,,,1,12-14
Safari Area 2,,Kanto,Nidorino,33,Morning,Day,,,,2,12-14
Safari Area 2,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],1,12-14
Safari Area 2,,Kanto,Venomoth,49,Morning,,Night,,[[Silver Powder]],1,12-14
Safari Area 2,,Kanto,Exeggcute,102,Morning,Day,Night,,,4,12-14
Safari Area 2,,Kanto,Rhyhorn,111,Morning,Day,Night,,,4,12-14
Safari Area 2,,Kanto,Chansey,113,Morning,Day,Night,,[[Oran Berry]],8,12-14
Safari Area 2,,Kanto,Tauros,128,Morning,Day,,#FF00BF,,5,12-14
Safari Area 3,,Kanto,Nidorina,30,Morning,Day,,,,2,20-22
Safari Area 3,,Kanto,Nidorino,33,Morning,Day,,,,2,20-22
Safari Area 3,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],1,20-22
Safari Area 3,,Kanto,Venonat,48,Morning,,Night,,,1,20-22
Safari Area 3,,Kanto,Doduo,84,Morning,,,,[[Sharp Beak]],1,20-22
Safari Area 3,,Kanto,Exeggcute,102,Morning,Day,Night,,,4,20-22
Safari Area 3,,Kanto,Chansey,113,Morning,Day,,,[[Oran Berry]],8,20-22
Safari Area 3,,Kanto,Eevee,133,Morning,,,#FF00BF,[[Water Stone]],9,23-24
Safari Area 3,,Kanto,Eevee,133,,Day,,,[[Fire Stone]],9,23-24
Safari Area 3,,Kanto,Eevee,133,,,Night,#FF00BF,[[Thunder Stone]],9,23-24
Safari Area 3,,Kanto,Snorlax,143,Morning,,Night,,[[Leftovers]],8,20-22
Safari Effort Wald Attack,,Kanto,Nidoking,34,Morning,Day,Night,,,1,15-19
Safari Effort Wald Attack,,Kanto,Machamp,68,Morning,Day,Night,,,1,15-19
Safari Effort Wald Attack,,Kanto,Victreebel,71,Morning,Day,Night,,,1,15-19
Safari Effort Wald Attack,,Kanto,Shiftry,275,Morning,Day,Night,,,5,15-19
Safari Effort Wald Attack,,Kanto,Rhyperior,464,Morning,Day,Night,,,5,15-19
Safari Effort Wald Defense,,Kanto,Poliwrath,62,Morning,Day,Night,,,1,18-22
Safari Effort Wald Defense,,Kanto,Golem,76,Morning,Day,Night,,,5,18-22
Safari Effort Wald HP,,Kanto,Nidoqueen,31,Morning,Day,Night,,,1,18-22
Safari Effort Wald HP,,Kanto,Clefable,36,Morning,Day,Night,,,4,18-22
Safari Effort Wald HP,,Kanto,Wigglytuff,40,Morning,Day,Night,,,4,18-22
Safari Effort Wald HP,,Kanto,Lickilicky,463,Morning,Day,Night,,,4,18-22
Safari Effort Wald HP,,Kanto,Azumarill,184,Morning,Day,Night,,,6,18-22
Safari Effort Wald HP,,Kanto,Exploud,295,Morning,Day,Night,,,6,18-22
Safari Effort Wald Special Attack,,Kanto,Gengar,94,Morning,Day,Night,,,1,18-22
Safari Effort Wald Special Attack,,Kanto,Beautifly,267,Morning,Day,Night,,,1,18-22
Safari Effort Wald Special Attack,,Kanto,Vileplume,45,Morning,Day,Night,,,2,18-22
Safari Effort Wald Special Attack,,Kanto,Ampharos,181,Morning,Day,Night,,,5,18-22
Safari Effort Wald Special Attack,,Kanto,Magnezone,462,Morning,Day,Night,,,5,18-22
Safari Effort Wald Special Attack,,Kanto,Alakazam,65,Morning,Day,Night,,,6,18-22
Safari Effort Wald Special Attack,,Kanto,Roserade,407,Morning,Day,Night,,,7,18-22
Safari Effort Wald Special Defense,,Kanto,Slowking,199,Morning,Day,Night,,,1,15-19
Safari Effort Wald Special Defense,,Kanto,Dustox,269,Morning,Day,Night,,,1,15-19
Safari Effort Wald Special Defense,,Kanto,Politoed,186,Morning,Day,Night,,,2,15-19
Safari Effort Wald Special Defense,,Kanto,Bellossom,182,Morning,Day,Night,,,4,15-19
Safari Effort Wald Special Defense,,Kanto,Ludicolo,272,Morning,Day,Night,,,5,15-19
Safari Effort Wald Speed,,Kanto,Pidgeot,18,Morning,Day,Night,,,1,15-19
Safari Effort Wald Speed,,Kanto,Crobat,169,Morning,Day,Night,,,1,15-19
Safari Effort Wald Speed,,Kanto,Raichu,26,Morning,Day,Night,,,5,15-19
Safari Effort Wald Speed,,Kanto,Jumpluff,189,Morning,Day,Night,,,6,15-19
Safari Entrance,,Kanto,Nidoran Female,29,Morning,Day,,,,1,21-26
Safari Entrance,,Kanto,Nidorina,30,Morning,Day,,,,2,21-26
Safari Entrance,,Kanto,Nidoran Male,32,Morning,Day,,,,1,21-26
Safari Entrance,,Kanto,Nidorino,33,Morning,Day,,,,2,21-26
Safari Entrance,,Kanto,Venonat,48,Morning,,Night,,,1,21-26
Safari Entrance,,Kanto,Doduo,84,Morning,Day,,,[[Sharp  Beak]],1,21-26
Safari Entrance,,Kanto,Rhyhorn,111,Morning,Day,Night,,,4,21-26
Safari Entrance,,Kanto,Chansey,113,Morning,Day,Night,,[[Oran Berry]],8,21-26
Safari Exclusive,#FF00BF,Kanto,Paras,46,Morning,Day,,#FF00BF,[[Tiny Mushroom]],1,21-25
Safari Exclusive,#FF00BF,Kanto,Venonat,48,Morning,,Night,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Poliwag,60,Morning,Day,Night,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Exeggcute,102,Morning,Day,Night,#FF00BF,,4,21-25
Safari Exclusive,#FF00BF,Kanto,Rhyhorn,111,Morning,Day,Night,#FF00BF,,4,21-25
Safari Exclusive,#FF00BF,Kanto,Chansey,113,Morning,Day,Night,#FF00BF,[[Oran Berry]],8,21-25
Safari Exclusive,#FF00BF,Kanto,Scyther,123,Morning,Day,Night,#FF00BF,[[Metal Coat]],7,21-25
Safari Exclusive,#FF00BF,Kanto,Pinsir,127,Morning,Day,Night,#FF00BF,,8,21-25
Safari Exclusive,#FF00BF,Kanto,Marill,183,Morning,Day,Night,#FF00BF,,4,21-25
Safari Exclusive,#FF00BF,Kanto,Wooper,194,Morning,Day,Night,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Umbreon,197,,,Night,#FF00BF,,9,21-25
Safari Exclusive,#FF00BF,Kanto,Starly,396,,Day,,#FF00BF,,8,21-25
Safari Exclusive,#FF00BF,Kanto,Tynamo,602,Morning,Day,Night,#FF00BF,,9,26-31
Safari Exclusive,#FF00BF,Kanto,Sylveon,700,,Day,,#FF00BF,,9,21-25
Safari Johto Grass and Swamp Zone,,Johto,Oddish,43,,,Night,,[[Absorb Bulb]],1,17-21
Safari Johto Grass and Swamp Zone,,Johto,Psyduck,54,Morning,Day,Night,,,1,17-21
Safari Johto Grass and Swamp Zone,,Johto,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,17-21
Safari Johto Grass and Swamp Zone,,Johto,Chikorita,152,Morning,Day,Night,,[[Miracle Seed]],8,17-21
Safari Johto Grass and Swamp Zone,,Johto,Politoed,186,Morning,Day,Night,,[[King's Rock]],8,17-21
Safari Johto Grass and Swamp Zone,,Johto,Wooper,194,Morning,,Night,,,1,17-21
Safari Johto Grass and Swamp Zone,,Johto,Murkrow,198,,,Night,,,8,17-21
Safari Johto Grass and Swamp Zone,,Johto,Girafarig,203,Morning,Day,Night,,[[Persim Berry]],2,17-21
Safari Johto Grass and Swamp Zone,,Johto,Smeargle,235,Morning,Day,Night,#FF00BF,,8,17-21
Safari Johto Grass and Swamp Zone,,Johto,Surskit,283,Morning,Day,Night,,,5,17-21
Safari Johto Grass and Swamp Zone,,Johto,Pansage,511,Morning,Day,Night,,[[Leppa Berry]],6,17-21
Safari Johto Grass and Swamp Zone,,Johto,Ducklett,580,Morning,Day,Night,,,5,17-21
Safari Johto Grass and Swamp Zone,,Johto,Foongus,590,Morning,,Night,,[[Lucky Punch]],9,17-21
Safari Johto Grass and Swamp Zone,,Johto,Scatterbug,664,Morning,Day,Night,,,5,17-21
Safari Johto Mountain Zone,,Johto,Zubat,41,,,Night,,,1,17-21
Safari Johto Mountain Zone,,Johto,Mankey,56,Morning,Day,Night,,[[Payapa Berry]],1,17-21
Safari Johto Mountain Zone,,Johto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],1,17-21
Safari Johto Mountain Zone,,Johto,Magnemite,81,Morning,Day,Night,,[[Metal Coat]],2,17-21
Safari Johto Mountain Zone,,Johto,Magneton,82,Morning,Day,Night,,,6,17-21
Safari Johto Mountain Zone,,Johto,Onix,95,Morning,Day,Night,,[[Hard Stone]],4,17-21
Safari Johto Mountain Zone,,Johto,Magmar,126,Morning,Day,,#FF00BF,[[Magmarizer]],8,17-21
Safari Johto Mountain Zone,,Johto,Cyndaquil,155,Morning,Day,Night,,,8,17-21
Safari Johto Mountain Zone,,Johto,Slugma,218,Morning,Day,Night,,,3,17-21
Safari Johto Mountain Zone,,Johto,Pansear,513,Morning,Day,Night,,[[Fire Stone]],6,17-21
Safari Johto Mountain Zone,,Johto,Darumaka,554,,,Night,#FF00BF,[[Sharp Beak]],9,22-25
Safari Johto Snow Zone,,Johto,Jynx,124,Morning,Day,Night,,,6,20-24
Safari Johto Snow Zone,,Johto,Sneasel,215,,,Night,,[[Razor Claw]],7,15-19
Safari Johto Snow Zone,,Johto,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,15-19
Safari Johto Snow Zone,,Johto,Delibird,225,,,Night,,[[NeverMeltIce]],1,15-19
Safari Johto Snow Zone,,Johto,Snorunt,361,,,Night,,[[Dawn Stone]],5,15-19
Safari Johto Snow Zone,,Johto,Cubchoo,613,Morning,Day,Night,#FF00BF,,9,15-19
Safari Johto Wet Zone,,Johto,Slowpoke,79,Morning,Day,Night,,[[Lagging Tail]],2,17-22
Safari Johto Wet Zone,,Johto,Krabby,98,Morning,Day,Night,,,1,17-22
Safari Johto Wet Zone,,Johto,Wooper,194,,,Night,,,1,17-22
Safari Johto Wet Zone,,Johto,Wingull,278,Morning,Day,Night,,,5,17-22
Safari Johto Wet Zone,,Johto,Panpour,515,Morning,Day,Night,,[[Leaf Stone]],6,17-22
Safari Johto Wet Zone,,Johto,Tympole,535,Morning,Day,Night,#FF00BF,,9,17-22
Seafoam B1F,,Kanto,Zubat,41,Morning,Day,Night,,,1,31-34
Seafoam B1F,,Kanto,Golbat,42,Morning,Day,Night,,,2,31-34
Seafoam B1F,,Kanto,Psyduck,54,Morning,Day,Night,,,1,31-34
Seafoam B1F,,Kanto,Golduck,55,Morning,Day,Night,,,2,31-34
Seafoam B1F,,Kanto,Seel,86,Morning,Day,Night,,,1,31-34
Seafoam B1F,,Kanto,Vanillite,582,Morning,Day,Night,#FF00BF,,9,31-34
Seafoam B2F,,Kanto,Zubat,41,Morning,Day,Night,,,1,31-35
Seafoam B2F,,Kanto,Golbat,42,Morning,Day,Night,,,2,31-35
Seafoam B2F,,Kanto,Seel,86,Morning,Day,Night,,,1,31-35
Seafoam B2F,,Kanto,Smoochum,238,Morning,Day,Night,,[[Aspear Berry]],8,31-35
Seafoam B2F,,Kanto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],5,31-35
Seafoam B2F,,Kanto,Chingling,433,Morning,Day,Night,,,6,31-35
Seafoam B3F,,Kanto,Zubat,41,Morning,Day,Night,,,1,31-35
Seafoam B3F,,Kanto,Golbat,42,Morning,Day,Night,,,2,31-35
Seafoam B3F,,Kanto,Seel,86,Morning,Day,Night,,,1,31-35
Seafoam B3F,,Kanto,Smoochum,238,Morning,Day,Night,,[[Aspear Berry]],8,31-35
Seafoam B3F,,Kanto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,31-35
Seafoam B3F,,Kanto,Chingling,433,Morning,Day,Night,,,6,31-35
Seafoam B4F,,Kanto,Golbat,42,Morning,Day,Night,,,1,36-40
Seafoam B4F,,Kanto,Psyduck,54,Morning,Day,Night,,,1,36-40
Seafoam B4F,,Kanto,Golduck,55,Morning,Day,Night,,,1,36-40
Seafoam B4F,,Kanto,Seel,86,Morning,Day,Night,,,1,36-40
Seafoam B4F,,Kanto,Dewgong,87,Morning,Day,Night,,,2,36-40
Seafoam B4F,,Kanto,Jynx,124,Morning,Day,Night,,[[Aspear Berry]],6,36-40
Seafoam B4F,,Kanto,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],5,36-40
Seafoam B4F,,Kanto,Cubchoo,613,Morning,,Night,#FF00BF,,8,36-40
Seafoam 1F,,Kanto,Zubat,41,Morning,Day,Night,,,1,27-30
Seafoam 1F,,Kanto,Golbat,42,Morning,Day,Night,,,2,27-30
Seafoam 1F,,Kanto,Psyduck,54,Morning,Day,Night,,,1,27-30
Seafoam 1F,,Kanto,Golduck,55,Morning,Day,Night,,,2,27-30
Seafoam 1F,,Kanto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],5,27-30
Sendoff Spring,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,53-57
Sendoff Spring,,Sinnoh,Golduck,55,Morning,Day,Night,,,3,53-57
Sendoff Spring,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,53-57
Sendoff Spring,,Sinnoh,Noctowl,164,Morning,Day,Night,,,2,53-57
Sendoff Spring,,Sinnoh,Togetic,176,Morning,Day,Night,,,8,40-45
Sendoff Spring,,Sinnoh,Chimecho,358,Morning,Day,Night,,,8,53-57
Sendoff Spring,,Sinnoh,Staravia,397,Morning,Day,Night,,,6,53-57
Sendoff Spring,,Sinnoh,Bibarel,400,Morning,Day,Night,,,4,53-57
Sendoff Spring,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,53-57
Sendoff Spring,,Sinnoh,Munchlax,446,Morning,Day,Night,#FF00BF,[[Leftovers]],9,53-57
Sendoff Spring,,Sinnoh,Dusclops,356,Morning,Day,Night,,[[Reaper Cloth]],9,53-57
Sevault Canyon,#FF00BF,Sevii Islands,Larvitar,246,Morning,Day,,,[[Smooth Rock]],9,49-59
Sevault Canyon,#FF00BF,Sevii Islands,Cubone,104,Morning,Day,Night,,[[Thick Club]],8,12-49
Sevault Canyon,#FF00BF,Sevii Islands,Fearow,22,Morning,Day,Night,,[[Sharp Beak]],2,12-49
Sevault Canyon,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,,1,12-49
Sevault Canyon,#FF00BF,Sevii Islands,Marowak,105,Morning,Day,Night,,[[Thick Club]],8,12-49
Sevault Canyon,#FF00BF,Sevii Islands,Onix,95,Morning,Day,Night,,[[Hard Stone]],6,12-49
Sevault Canyon,#FF00BF,Sevii Islands,Phanpy,231,Morning,Day,Night,,,5,12-49
Sinnoh Safari Area Zone 1,,Sinnoh,Tangela,114,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Hoothoot,163,Morning,,Night,,,1,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Marill,183,Morning,Day,Night,,,6,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Yanma,193,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Quagsire,195,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Chimchar,390,Morning,Day,Night,,,8,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Bidoof,399,Morning,,Night,,,1,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Bibarel,400,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Budew,406,Morning,Day,Night,,,5,24-28
Sinnoh Safari Area Zone 1,,Sinnoh,Skorupi,451,Morning,Day,,#FF00BF,,8,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Arbok,24,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Tangela,114,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Marill,183,Morning,Day,Night,,,6,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Yanma,193,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Quagsire,195,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Bibarel,400,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Bidoof,399,Morning,,Night,,,1,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Budew,406,Morning,Day,Night,,,5,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Croagunk,453,Morning,Day,Night,#FF00BF,,8,24-28
Sinnoh Safari Area Zone 2,,Sinnoh,Pidove,519,Morning,Day,Night,,,8,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Aipom,190,Morning,Day,Night,,,5,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Bibarel,400,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Bidoof,399,Morning,Day,Night,,,1,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Budew,406,Morning,Day,Night,,,5,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Marill,183,Morning,Day,Night,#FF00BF,,5,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Starly,396,Morning,Day,Night,,,6,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Tangela,114,Morning,Day,Night,,,3,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Turtwig,387,Morning,Day,Night,,,8,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Venipede,543,Morning,Day,Night,#FF00BF,,8,24-28
Sinnoh Safari Area Zone 3,,Sinnoh,Yanma,193,Morning,Day,Night,,,3,24-28
